sample_id,plate_number,treatment,cluster,BMP_signalling,TGFb_signalling,TNFa_signalling,Notch_signalling,Wnt_signalling,EGF_signalling,JAK-STAT_signalling,adhesion,proliferation,differentiation
plate_10_171,plate_10,ip70S6K_EGF,1,0.9521253064896595,1.0028662303066207,1.022249883567777,1.1346424651350535,1.2789842319088311,0.9397417163253178,0.9173939382165299,0.7362928993432135,1.127794070668255,0.924116961249527
plate_7_186,plate_7,EGF,1,1.1601474382058101,1.1086229087684265,1.0927964293268255,1.1564269296951741,1.0163778083408876,1.0894235032413813,1.0142544957953068,0.9610077295180686,1.0689091315822976,1.0683042558260967
plate_12_154,plate_12,ip70S6K_EGF,1,0.873028478881719,1.4459350160889632,0.852886242547308,1.0919730608110148,0.4952697441845181,0.8109693611820259,0.7148730573708804,0.6583533410022705,0.9329311033066432,0.8135726702772924
plate_7_154,plate_7,iRSK_EGF,1,0.8114303494848473,1.2419212372365802,0.9171535959534954,1.2075095064651036,1.2835311554067175,0.9068167539043912,0.8502020225419117,0.8323949573176833,0.8668202032038014,1.0925622472190952
plate_11_183,plate_11,EGF,1,1.0826768850614155,0.9488783239493676,0.9749769565090415,0.9384304536209125,0.7685116721629397,0.8368132141665267,0.8516844835140043,0.8749961783164075,0.7908895161619185,1.0219938668579025
plate_3_183,plate_3,iRSK_EGF,1,0.8685982383382446,1.086805847906927,0.9345110046229609,0.8423436455046002,0.8736507029814455,0.9272422237252798,1.160538112729281,0.8548127441740366,0.7340028626261266,1.0442456095259873
plate_4_183,plate_4,ip70S6K_EGF,1,0.9807713659123678,1.023318519873935,1.1481157057520297,1.1221565929106454,1.1707181764872736,1.0644110915881961,1.0510664641887018,0.9728932267920585,1.1256586047856583,1.015489911577929
plate_4_173,plate_4,EGF,1,1.0238276929198493,0.9472029412711694,1.0428833484943503,1.2899756881687447,0.8842490982060346,1.1124096599906377,0.9673214114747847,1.1018348028748202,1.1136083548870743,1.1065521526477555
plate_10_157,plate_10,EGF,1,1.171736520757834,1.0023395162238677,1.2190923611761482,1.2233366792908167,1.1985220697769714,1.225418659379699,0.9764401130311163,1.1936274127836157,1.1158253955066915,1.04107868357397
plate_4_157,plate_4,ip70S6K_EGF,1,1.3839492794675095,1.248955973752818,0.92435184433195,1.272815351399314,1.3219576729603308,0.9521014165598447,1.1134226214476786,1.005953677384863,0.8271797067560693,1.1796693131693852
plate_10_177,plate_10,ip70S6K_EGF,1,0.8518787683987601,1.2233973723589564,1.0647795569593248,1.100232111312029,0.8215339384249866,0.9940122672610668,1.0241464683595325,0.9030450690638616,1.2289759267976443,0.9095942032679974
plate_3_167,plate_3,iRSK_EGF,1,0.9466570528831518,1.2233921763576492,0.9776807448273743,1.1739873559197687,0.8655548077570214,0.8923761181270905,1.044578131190263,0.765071293308922,0.94065222562949935,1.0372855843722915
plate_4_191,plate_4,ip70S6K_EGF,1,0.6630811919336835,1.0422872401394867,0.84952502430903,0.796813466003048,0.9299113441003681,0.8922443485882111,1.0223990948666009,0.7683223671839564,1.040069603818191,0.8214595676649448
plate_10_189,plate_10,EGF,1,0.8491484548401033,1.0210287405914777,1.146059717886811,1.01590660593584,1.2446088671697746,0.9190745291231557,0.8430959036956516,0.8596124493402808,0.8278471234450808,1.0976181367587832
plate_6_184,plate_6,ip70S6K_EGF,1,0.8720967782131683,1.4649990971048674,1.002229257221502,0.9333904693523452,1.137539999216592,0.8488342292550183,1.0166283105501386,0.7943101793498524,1.1087966272711924,0.9414497136643493
plate_7_179,plate_7,iRSK_EGF,1,0.8067719170618884,1.1026732310099558,0.9444765656370312,0.7119624319606743,0.67307468728534,0.9054196605672361,1.0584114771591522,0.7167933588386709,0.9547679434885018,0.891575528353229
plate_10_221,plate_10,iRSK_EGF,1,0.8872906197499353,1.0584179348682161,0.8732268403153851,0.9798901757767282,1.1009012167778085,0.9648787114633227,0.8988291813705929,0.715645837595954,0.9911561836769158,0.9439625693284469
plate_10_213,plate_10,iRSK_EGF,1,0.8921175528549941,0.9894418181176073,1.0752125617528119,0.8054699779002091,0.2532680233336864,1.0061903291496173,0.841805626943119,0.5821728466994368,0.8174235526195651,0.9761531378294269
plate_3_235,plate_3,ip70S6K_EGF,1,0.5998552778238248,0.8818911482961452,1.245153329940111,0.7097457291201466,1.147645030520907,0.9164161316145676,0.8729992815421618,0.6948826439020541,0.7899276933218579,0.8456081779834389
plate_10_176,plate_10,EGF,1,1.3297520553211337,0.9114100109926063,0.855717026929649,1.4216197478923815,2.036350608161921,0.9940695227014029,1.1941534266307707,1.333765169092603,0.7591605990714376,1.5120625091422164
plate_11_176,plate_11,ip70S6K_EGF,1,0.6719620973900338,1.284204950644097,0.7391850046365299,0.6815260837752102,1.2609368805353103,0.6639253820338921,1.074259819641565,0.7699205278356489,0.846125854141391,0.8794939431952083
plate_13_176,plate_13,ip70S6K_EGF,1,1.2715802671814143,0.9207989641460732,0.8207683074633546,1.3070801372200385,1.7496022971309673,0.9937750681830212,1.2262337296105221,1.76239011961333,0.7001534527305513,1.6605621971008115
plate_2_176,plate_2,iRSK_EGF,1,1.3150749270235202,0.7525853456518582,0.9080101680978012,0.9482221472755271,1.67812445444793,0.8977136318135812,1.0374847433456555,1.0832341433941977,0.6269768343226864,1.3187870034489542
plate_6_176,plate_6,EGF,1,1.3205245331738187,0.37817059632361816,0.8884158719997373,1.0153295299871736,1.6988879098490577,1.026853827217281,1.2149776070285223,1.3057430074620637,0.6369852028139759,1.553759975886926
plate_7_176,plate_7,EGF,1,1.0247842253018595,0.8143538460046272,0.9768946516300638,1.0137825356725203,1.5075503422730798,1.0949742518648342,1.0337554341477153,1.1964724289006092,1.0998816275442993,1.1724012198324671
plate_12_231,plate_12,EGF,1,0.8906011761335605,1.158820698614087,1.0183474561408452,1.1431764484547708,0.9295056005929995,1.0110918001690241,1.1080379862875036,1.138096519167486,0.990313062268808,1.02817680589558
plate_4_205,plate_4,ip70S6K_EGF,1,1.1477462754250183,0.9615196646765545,0.9920961152623128,1.3729702230606793,0.9974561715102115,1.105904391608627,1.2280123988369,1.0485840804201598,1.106336047646374,1.025588919066523
