	Edge	Cluster	Deviation	pval	zscore	fdr
r_ERK12_MKK36	r_ERK12_MKK36	1	-0.3312136002468644	0.1998001998001998	-1.6125913433709576	0.5270591477488029
r_RB_FZD	r_RB_FZD	6	0.5099703757779095	0.2047952047952048	1.2503519643754233	0.534965034965035
r_JNK_LRP6	r_JNK_LRP6	7	-0.17929244369399544	0.2077922077922078	-0.8996788474874584	0.534965034965035
r_RB_RPS6	r_RB_RPS6	7	0.2758461444373166	0.2087912087912088	1.2866955544817091	0.534965034965035
r_RB_CDK4	r_RB_CDK4	9	-0.9596815349213373	0.2097902097902098	-1.1039603646435467	0.534965034965035
s_ERK12	s_ERK12	3	0.3149747774327272	0.21578421578421578	1.2254594646396302	0.5457022316526449
p_ip70S6K.EGF_RPS6	p_ip70S6K.EGF_RPS6	7	0.06869980639692894	0.21978021978021978	1.1885588375544722	0.5512520266618627
r_RPS6_RB	r_RPS6_RB	7	-0.10633830894552432	0.22877122877122877	-1.1642102043191678	0.564923076923077
r_ERK12_RPS6	r_ERK12_RPS6	8	-0.15449040373827075	0.22977022977022976	-0.7723696687590048	0.564923076923077
r_LRP6_BMPR	r_LRP6_BMPR	7	-0.16695050355556423	0.23076923076923078	-1.1362634562884115	0.564923076923077
r_MAPKAP2_LRP6	r_MAPKAP2_LRP6	7	-0.15411585231899283	0.23376623376623376	-1.491964669948139	0.5677179962894249
r_JNK_LRP6	r_JNK_LRP6	3	0.18677001045653602	0.23776223776223776	1.0793285833372352	0.5707885864135864
r_STAT5_SRC	r_STAT5_SRC	7	0.1574363241781433	0.23876123876123875	1.0621845717659724	0.5707885864135864
r_BMPR_BMP	r_BMPR_BMP	8	0.2455955051423072	0.24275724275724275	1.2755299223490546	0.5758427618892735
r_RB_FZD	r_RB_FZD	3	0.4999375317667345	0.24475524475524477	1.0913763308505933	0.576116191500807
r_ERK12_RPS6	r_ERK12_RPS6	5	0.1322287461401518	0.24675324675324675	1.6430967883577465	0.5763854466144542
r_ERK12_RPS6	r_ERK12_RPS6	2	-0.137123204400829	0.2517482517482518	-0.732175416099483	0.5835982199618563
s_AKT1	s_AKT1	8	-0.18833303539062524	0.25874125874125875	-0.9598118984374095	0.5952994374047006
r_ERK12_EGFRY1045	r_ERK12_EGFRY1045	7	-0.26877225763974133	0.2627372627372627	-1.1790864836350539	0.598825831702544
r_ERK12_EGFRY1045	r_ERK12_EGFRY1045	4	-0.4353904257792654	0.2647352647352647	-1.063339276334698	0.598825831702544
r_CYCLINB1_MKK36	r_CYCLINB1_MKK36	1	0.30063387198879055	0.26673326673326675	0.9657851068878971	0.598825831702544
r_BMPR_BMP	r_BMPR_BMP	7	0.22675189969246407	0.27172827172827174	1.05290190651044	0.598825831702544
r_H2A_FAK	r_H2A_FAK	8	-0.3142859405460431	0.2727272727272727	-1.147619283378715	0.598825831702544
r_BMPR_BMP	r_BMPR_BMP	6	0.2489018903480334	0.27372627372627373	1.218578937114265	0.598825831702544
s_ERK12	s_ERK12	7	-0.26413885578319246	0.2787212787212787	-1.0596125883956418	0.598825831702544
r_RB_CDK4	r_RB_CDK4	2	0.5506394859653202	0.27972027972027974	0.9633131936956129	0.598825831702544
r_RB_CDC2	r_RB_CDC2	9	0.5937618930677862	0.2827172827172827	0.8904507052466601	0.598825831702544
p_ip70S6K.EGF_RPS6	p_ip70S6K.EGF_RPS6	9	-0.10696118198410362	0.2837162837162837	-1.1095478972661006	0.598825831702544
r_RB_CDC2	r_RB_CDC2	2	0.35990660269199115	0.28471528471528473	1.1423480257718919	0.598825831702544
r_CJUN_JNK	r_CJUN_JNK	8	-0.23586920620548554	0.2857142857142857	-0.9115244129490855	0.598825831702544
r_CYCLINB1_MKK36	r_CYCLINB1_MKK36	4	0.30508992305253	0.2857142857142857	1.0455516471052273	0.598825831702544
r_RB_FZD	r_RB_FZD	5	0.5047387772153371	0.2887112887112887	1.011094771432017	0.5991608391608392
r_ERK12_EGFRY1045	r_ERK12_EGFRY1045	6	0.2769413275353764	0.29270729270729273	0.731810256258088	0.5991608391608392
r_STAT5_SRC	r_STAT5_SRC	8	0.13736269423241115	0.2937062937062937	1.0484932437209225	0.5991608391608392
r_MAPKAP2_LRP6	r_MAPKAP2_LRP6	5	0.1724522406981805	0.2937062937062937	1.7444360549902727	0.5991608391608392
r_H2A_FAK	r_H2A_FAK	6	-0.3749288284424593	0.3076923076923077	-0.6786018318804241	0.6173052753697915
s_AKT1	s_AKT1	1	0.17471516969330247	0.3106893106893107	0.9628672470614239	0.6173052753697915
s_ERK12	s_ERK12	2	-0.26413885578319246	0.3116883116883117	-1.1175948607353319	0.6173052753697915
r_RB_FZD	r_RB_FZD	9	0.5819727141592691	0.3116883116883117	0.8992272827498561	0.6173052753697915
r_H2A_FAK	r_H2A_FAK	7	0.27378416918400994	0.3126873126873127	0.8280016833334639	0.6173052753697915
r_CYCLINB1_MKK36	r_CYCLINB1_MKK36	7	0.22853982876946796	0.32667332667332666	0.7483600914743156	0.6405950737160928
p_ip70S6K.EGF_RPS6	p_ip70S6K.EGF_RPS6	4	-0.08221745863552457	0.32867132867132864	-0.9713463712066409	0.6405950737160928
r_H3_CREB	r_H3_CREB	4	0.12446821962756077	0.3356643356643357	0.928637616697213	0.6498407253124234
r_CREB_LRP6	r_CREB_LRP6	2	-0.10852850288047489	0.33766233766233766	-1.2440695464375178	0.6498407253124234
r_SMAD15_FAK	r_SMAD15_FAK	4	0.1484054238968966	0.34265734265734266	0.9302917538881232	0.6553321678321677
r_H2A_FAK	r_H2A_FAK	3	-0.2556388541468181	0.35564435564435565	-0.8275377847959963	0.6759451728395828
r_STAT5_SRC	r_STAT5_SRC	1	-0.13899738363978395	0.3626373626373626	-1.01901906183869	0.684981684981685
r_CREB_LRP6	r_CREB_LRP6	8	-0.12287559700115691	0.36563436563436563	-1.4197640501136342	0.6864056189209563
r_H2A_CREB	r_H2A_CREB	4	0.23996779870980467	0.37162837162837165	0.8590580045680078	0.693404156818791
r_ERK12_RPS6	r_ERK12_RPS6	9	-0.11964442222327301	0.3756243756243756	-1.3780496579266033	0.6966124784306603
r_H2A_FAK	r_H2A_FAK	1	0.28162770528212744	0.37962037962037964	0.8769988280094658	0.6969102326245182
r_RPS6_RB	r_RPS6_RB	2	0.08156200668338698	0.3806193806193806	0.9629045391397567	0.6969102326245182
r_CJUN_ERK12	r_CJUN_ERK12	5	-0.10632155355409179	0.3826173826173826	-0.6139949852638791	0.6969102326245182
r_JNK_BMPR	r_JNK_BMPR	1	-0.23314379101359917	0.3886113886113886	-0.8293781430554712	0.7036395557105616
p_ip70S6K.EGF_RPS6	p_ip70S6K.EGF_RPS6	8	0.07812354015297068	0.4005994005994006	0.8058679127046394	0.7186497712813502
r_ERK12_EGFRY1045	r_ERK12_EGFRY1045	2	-0.2533693917875635	0.4015984015984016	-0.6965895562663266	0.7186497712813502
r_RPS6_RB	r_RPS6_RB	1	0.09238087723326205	0.4125874125874126	0.7657064339999784	0.7290984877191774
r_CJUN_ERK12	r_CJUN_ERK12	9	0.1679975905195512	0.41358641358641357	0.5174616016035164	0.7290984877191774
r_H2A_CREB	r_H2A_CREB	7	-0.14187262624387523	0.4145854145854146	-0.9479014332802708	0.7290984877191774
r_CJUN_JNK	r_CJUN_JNK	4	0.1882265666794921	0.4195804195804196	0.6456492216388198	0.7336663336663337
s_AKT1	s_AKT1	5	-0.12659723237676934	0.42857142857142855	-0.6484217273949685	0.7346796849559281
r_CREB_LRP6	r_CREB_LRP6	5	-0.09665370761367131	0.42857142857142855	-0.6446512704609088	0.7346796849559281
r_RPS6_RB	r_RPS6_RB	3	0.07840386811259026	0.42857142857142855	0.7493235255661171	0.7346796849559281
r_RPS6_RB	r_RPS6_RB	6	0.07304293849558918	0.4325674325674326	0.8399110423125437	0.7346796849559281
s_AKT1	s_AKT1	9	0.17242320461472332	0.43356643356643354	0.784411440492287	0.7346796849559281
r_RB_CDK4	r_RB_CDK4	5	-0.45778754678052225	0.43456543456543456	-0.8802250023539862	0.7346796849559281
r_CYCLINB1_MAPKAP2	r_CYCLINB1_MAPKAP2	4	-0.14914962172185736	0.43756243756243757	-0.7486684146347945	0.735002702215817
r_RPS6_MTOR	r_RPS6_MTOR	7	-0.18378879492218267	0.43956043956043955	-0.43421503443691356	0.735002702215817
s_AKT1	s_AKT1	6	0.12860733483396242	0.44455544455544455	0.6418701368727578	0.7353187353187354
r_RB_CDK4	r_RB_CDK4	1	0.43302553193227533	0.44455544455544455	0.747348202511962	0.7353187353187354
r_STAT5_SRC	r_STAT5_SRC	2	-0.0897672102241841	0.45254745254745254	-0.8208796652741346	0.7405321950776496
r_ERK12_EGFRY1173	r_ERK12_EGFRY1173	7	0.20620498652659242	0.45254745254745254	0.7327245528347668	0.7405321950776496
r_H2A_FAK	r_H2A_FAK	4	0.24463231979479927	0.4565434565434565	0.6342883929746056	0.7430973282037111
r_LRP6_BMPR	r_LRP6_BMPR	9	0.14607529343768133	0.4645354645354645	0.8104255770136272	0.7521050378193235
r_H3_CREB	r_H3_CREB	3	0.08576284543990947	0.46853146853146854	0.6808033647413331	0.7538325548796753
r_RPS6_MTOR	r_RPS6_MTOR	1	0.20327667796983998	0.47052947052947053	0.7939179997248621	0.7538325548796753
r_RPS6_RSK1T359	r_RPS6_RSK1T359	4	0.1790697892565828	0.47352647352647353	0.6338522284864798	0.7546828171828172
r_ERK12_MKK36	r_ERK12_MKK36	4	0.18587466903799377	0.48151848151848153	0.6814602304681288	0.7626600203919792
r_H2A_CREB	r_H2A_CREB	2	-0.150061569729134	0.4835164835164835	-0.44497122462440786	0.7626600203919792
r_CJUN_MAPKAP2	r_CJUN_MAPKAP2	9	-0.19954130896871913	0.4925074925074925	-0.39131144152797587	0.7642357642357642
r_JNK_LRP6	r_JNK_LRP6	4	0.11891110425143953	0.4935064935064935	0.7093656205090075	0.7642357642357642
r_CJUN_MAPKAP2	r_CJUN_MAPKAP2	1	-0.14649740680666024	0.4965034965034965	-0.5302282666007904	0.7642357642357642
r_MAPKAP2_LRP6	r_MAPKAP2_LRP6	2	-0.1025026142901545	0.4975024975024975	-0.18874812759422735	0.7642357642357642
r_H2A_CREB	r_H2A_CREB	9	0.2011881526763356	0.5014985014985015	0.4609459831783545	0.7642357642357642
r_CREB_LRP6	r_CREB_LRP6	9	0.11033800711867847	0.5034965034965035	0.7600754511303992	0.7642357642357642
r_CJUN_MAPKAP2	r_CJUN_MAPKAP2	5	0.1292928012384711	0.5034965034965035	0.3009154739367189	0.7642357642357642
r_RB_CDC2	r_RB_CDC2	1	0.2707946143579988	0.5044955044955045	0.5496373649126911	0.7642357642357642
r_SMAD15_FAK	r_SMAD15_FAK	1	-0.1063749948236497	0.5084915084915085	-0.7632846174001564	0.7664945891546877
r_RPS6_RSK1T359	r_RPS6_RSK1T359	5	0.149233256326763	0.5164835164835165	0.22800689350137388	0.7747252747252749
r_BMPR_BMP	r_BMPR_BMP	5	-0.12918406525573994	0.5234765234765235	-0.6524426405405186	0.7797419971333015
s_ERK12	s_ERK12	8	-0.2052379402355589	0.5254745254745254	-0.918994836823752	0.7797419971333015
r_CYCLINB1_MKK36	r_CYCLINB1_MKK36	8	0.15863189024074303	0.5274725274725275	0.8121560732772899	0.7797419971333015
r_ERK12_EGFRY1045	r_ERK12_EGFRY1045	1	-0.1928102516103788	0.5304695304695305	-0.657672007860598	0.7804022900176746
r_RB_CDC2	r_RB_CDC2	6	-0.2209959616098229	0.5334665334665335	-0.5983571466356966	0.7810562643098529
r_RB_RPS6	r_RB_RPS6	1	-0.14954417549142343	0.5414585414585414	-0.5195277766640448	0.7889824461253032
r_CJUN_ERK12	r_CJUN_ERK12	4	-0.0910908559742169	0.5474525474525475	-0.5722859494724545	0.7939359218980072
