sampleID	plate_number	well_name	plate_row	plate_column	treatment	Ab_name	normalised_counts
plate_10_203	plate_10	203	E	5	ip70S6K_EGF	Ephrin-B3	88.5
plate_11_203	plate_11	203	E	5	ip70S6K_EGF	Ephrin-B3	146
plate_13_203	plate_13	203	E	5	iRSK_EGF	Ephrin-B3	109
plate_3_203	plate_3	203	E	5	EGF	Ephrin-B3	146.5
plate_4_203	plate_4	203	E	5	EGF	Ephrin-B3	77.5
plate_6_203	plate_6	203	E	5	No_EGF	Ephrin-B3	113.5
plate_8_203	plate_8	203	E	5	No_EGF	Ephrin-B3	75.5
plate_9_203	plate_9	203	E	5	No_EGF	Ephrin-B3	106
plate_10_209	plate_10	209	E	11	ip70S6K_EGF	Ephrin-B3	135.5
plate_11_209	plate_11	209	E	11	No_EGF	Ephrin-B3	105
plate_2_209	plate_2	209	E	11	ip70S6K_EGF	Ephrin-B3	89
plate_3_209	plate_3	209	E	11	EGF	Ephrin-B3	109.5
plate_4_209	plate_4	209	E	11	No_EGF	Ephrin-B3	83.5
plate_7_209	plate_7	209	E	11	No_EGF	Ephrin-B3	117.5
plate_8_209	plate_8	209	E	11	No_EGF	Ephrin-B3	102.5
plate_9_209	plate_9	209	E	11	ip70S6K_EGF	Ephrin-B3	107
plate_10_240	plate_10	240	H	6	iRSK_EGF	Ephrin-B3	157.5
plate_11_240	plate_11	240	H	6	ip70S6K_EGF	Ephrin-B3	152
plate_13_240	plate_13	240	H	6	EGF	Ephrin-B3	105
plate_2_240	plate_2	240	H	6	No_EGF	Ephrin-B3	116
plate_3_240	plate_3	240	H	6	ip70S6K_EGF	Ephrin-B3	106.5
plate_4_240	plate_4	240	H	6	EGF	Ephrin-B3	107.5
plate_6_240	plate_6	240	H	6	ip70S6K_EGF	Ephrin-B3	110.5
plate_7_240	plate_7	240	H	6	iRSK_EGF	Ephrin-B3	98.5
plate_8_240	plate_8	240	H	6	ip70S6K_EGF	Ephrin-B3	157.5
plate_9_240	plate_9	240	H	6	No_EGF	Ephrin-B3	112
plate_10_223	plate_10	223	G	1	EGF	Ephrin-B3	105.5
plate_11_223	plate_11	223	G	1	EGF	Ephrin-B3	92
plate_12_223	plate_12	223	G	1	No_EGF	Ephrin-B3	107.5
plate_13_223	plate_13	223	G	1	iRSK_EGF	Ephrin-B3	92
plate_2_223	plate_2	223	G	1	No_EGF	Ephrin-B3	96
plate_4_223	plate_4	223	G	1	No_EGF	Ephrin-B3	105.5
plate_9_223	plate_9	223	G	1	EGF	Ephrin-B3	82
plate_10_236	plate_10	236	H	2	ip70S6K_EGF	Ephrin-B3	169.5
plate_11_236	plate_11	236	H	2	iRSK_EGF	Ephrin-B3	165
plate_12_236	plate_12	236	H	2	EGF	Ephrin-B3	120.5
plate_13_236	plate_13	236	H	2	No_EGF	Ephrin-B3	106
plate_4_236	plate_4	236	H	2	No_EGF	Ephrin-B3	111.5
plate_6_236	plate_6	236	H	2	EGF	Ephrin-B3	110.5
plate_7_236	plate_7	236	H	2	No_EGF	Ephrin-B3	103.5
plate_8_236	plate_8	236	H	2	ip70S6K_EGF	Ephrin-B3	125.5
plate_9_236	plate_9	236	H	2	No_EGF	Ephrin-B3	140
plate_10_159	plate_10	159	A	9	No_EGF	Ephrin-B3	148.5
plate_11_159	plate_11	159	A	9	iRSK_EGF	Ephrin-B3	137
plate_13_159	plate_13	159	A	9	EGF	Ephrin-B3	113
plate_3_159	plate_3	159	A	9	ip70S6K_EGF	Ephrin-B3	105.5
plate_4_159	plate_4	159	A	9	No_EGF	Ephrin-B3	87.5
plate_8_159	plate_8	159	A	9	iRSK_EGF	Ephrin-B3	126.5
plate_9_159	plate_9	159	A	9	ip70S6K_EGF	Ephrin-B3	113
plate_11_219	plate_11	219	F	9	No_EGF	Ephrin-B3	114
plate_12_219	plate_12	219	F	9	No_EGF	Ephrin-B3	92.5
plate_13_219	plate_13	219	F	9	ip70S6K_EGF	Ephrin-B3	133
plate_2_219	plate_2	219	F	9	No_EGF	Ephrin-B3	110
plate_4_219	plate_4	219	F	9	ip70S6K_EGF	Ephrin-B3	133.5
plate_6_219	plate_6	219	F	9	EGF	Ephrin-B3	106.5
plate_7_219	plate_7	219	F	9	ip70S6K_EGF	Ephrin-B3	111.5
plate_8_219	plate_8	219	F	9	No_EGF	Ephrin-B3	90.5
plate_10_212	plate_10	212	F	2	ip70S6K_EGF	Ephrin-B3	94.5
plate_13_212	plate_13	212	F	2	EGF	Ephrin-B3	128
plate_2_212	plate_2	212	F	2	iRSK_EGF	Ephrin-B3	115
plate_4_212	plate_4	212	F	2	EGF	Ephrin-B3	95.5
plate_7_212	plate_7	212	F	2	iRSK_EGF	Ephrin-B3	105.5
plate_9_212	plate_9	212	F	2	iRSK_EGF	Ephrin-B3	113
plate_10_238	plate_10	238	H	4	EGF	Ephrin-B3	129.5
plate_11_238	plate_11	238	H	4	EGF	Ephrin-B3	117
plate_12_238	plate_12	238	H	4	No_EGF	Ephrin-B3	111.5
plate_2_238	plate_2	238	H	4	ip70S6K_EGF	Ephrin-B3	91
plate_7_238	plate_7	238	H	4	ip70S6K_EGF	Ephrin-B3	123.5
plate_10_232	plate_10	232	G	10	ip70S6K_EGF	Ephrin-B3	141.5
plate_13_232	plate_13	232	G	10	No_EGF	Ephrin-B3	121
plate_3_232	plate_3	232	G	10	iRSK_EGF	Ephrin-B3	119.5
plate_7_232	plate_7	232	G	10	ip70S6K_EGF	Ephrin-B3	118.5
plate_9_232	plate_9	232	G	10	EGF	Ephrin-B3	124
plate_10_180	plate_10	180	C	6	EGF	Ephrin-B3	113.5
plate_13_180	plate_13	180	C	6	iRSK_EGF	Ephrin-B3	111
plate_3_180	plate_3	180	C	6	iRSK_EGF	Ephrin-B3	81.5
plate_4_180	plate_4	180	C	6	iRSK_EGF	Ephrin-B3	112.5
plate_6_180	plate_6	180	C	6	EGF	Ephrin-B3	113.5
plate_7_180	plate_7	180	C	6	EGF	Ephrin-B3	117.5
plate_9_180	plate_9	180	C	6	EGF	Ephrin-B3	100
plate_10_204	plate_10	204	E	6	EGF	Ephrin-B3	101.5
plate_12_204	plate_12	204	E	6	EGF	Ephrin-B3	91.5
plate_3_204	plate_3	204	E	6	ip70S6K_EGF	Ephrin-B3	124.5
plate_6_204	plate_6	204	E	6	EGF	Ephrin-B3	94.5
plate_8_204	plate_8	204	E	6	EGF	Ephrin-B3	90.5
plate_10_210	plate_10	210	E	12	EGF	Ephrin-B3	97.5
plate_11_210	plate_11	210	E	12	EGF	Ephrin-B3	105
plate_12_210	plate_12	210	E	12	EGF	Ephrin-B3	90.5
plate_13_210	plate_13	210	E	12	iRSK_EGF	Ephrin-B3	121
plate_2_210	plate_2	210	E	12	ip70S6K_EGF	Ephrin-B3	75
plate_3_210	plate_3	210	E	12	EGF	Ephrin-B3	117.5
plate_4_210	plate_4	210	E	12	No_EGF	Ephrin-B3	122.5
plate_6_210	plate_6	210	E	12	ip70S6K_EGF	Ephrin-B3	112.5
plate_7_210	plate_7	210	E	12	ip70S6K_EGF	Ephrin-B3	137.5
plate_8_210	plate_8	210	E	12	iRSK_EGF	Ephrin-B3	111.5
plate_10_224	plate_10	224	G	2	EGF	Ephrin-B3	142.5
plate_12_224	plate_12	224	G	2	EGF	Ephrin-B3	132.5
plate_4_224	plate_4	224	G	2	EGF	Ephrin-B3	136.5
plate_6_224	plate_6	224	G	2	iRSK_EGF	Ephrin-B3	108.5
plate_7_224	plate_7	224	G	2	iRSK_EGF	Ephrin-B3	93.5
plate_9_224	plate_9	224	G	2	No_EGF	Ephrin-B3	133
plate_11_228	plate_11	228	G	6	EGF	Ephrin-B3	118
plate_12_228	plate_12	228	G	6	No_EGF	Ephrin-B3	104.5
plate_13_228	plate_13	228	G	6	iRSK_EGF	Ephrin-B3	104
plate_3_228	plate_3	228	G	6	iRSK_EGF	Ephrin-B3	76.5
plate_4_228	plate_4	228	G	6	ip70S6K_EGF	Ephrin-B3	104.5
plate_6_228	plate_6	228	G	6	iRSK_EGF	Ephrin-B3	131.5
plate_9_228	plate_9	228	G	6	EGF	Ephrin-B3	76
plate_10_201	plate_10	201	E	3	ip70S6K_EGF	Ephrin-B3	97.5
plate_12_201	plate_12	201	E	3	ip70S6K_EGF	Ephrin-B3	126.5
plate_13_201	plate_13	201	E	3	EGF	Ephrin-B3	154
plate_2_201	plate_2	201	E	3	EGF	Ephrin-B3	116
plate_3_201	plate_3	201	E	3	No_EGF	Ephrin-B3	113.5
plate_4_201	plate_4	201	E	3	EGF	Ephrin-B3	101.5
plate_6_201	plate_6	201	E	3	iRSK_EGF	Ephrin-B3	108.5
plate_8_201	plate_8	201	E	3	No_EGF	Ephrin-B3	108.5
plate_9_201	plate_9	201	E	3	iRSK_EGF	Ephrin-B3	122
plate_11_211	plate_11	211	F	1	ip70S6K_EGF	Ephrin-B3	91
plate_12_211	plate_12	211	F	1	EGF	Ephrin-B3	105.5
plate_4_211	plate_4	211	F	1	ip70S6K_EGF	Ephrin-B3	124.5
plate_7_211	plate_7	211	F	1	ip70S6K_EGF	Ephrin-B3	135.5
plate_8_211	plate_8	211	F	1	iRSK_EGF	Ephrin-B3	122.5
plate_10_220	plate_10	220	F	10	ip70S6K_EGF	Ephrin-B3	108.5
plate_11_220	plate_11	220	F	10	ip70S6K_EGF	Ephrin-B3	116
plate_12_220	plate_12	220	F	10	EGF	Ephrin-B3	117.5
plate_3_220	plate_3	220	F	10	EGF	Ephrin-B3	131.5
plate_4_220	plate_4	220	F	10	ip70S6K_EGF	Ephrin-B3	119.5
plate_6_220	plate_6	220	F	10	EGF	Ephrin-B3	93.5
plate_7_220	plate_7	220	F	10	EGF	Ephrin-B3	105.5
plate_8_220	plate_8	220	F	10	No_EGF	Ephrin-B3	100.5
plate_9_220	plate_9	220	F	10	EGF	Ephrin-B3	148
plate_10_214	plate_10	214	F	4	EGF	Ephrin-B3	108.5
plate_11_214	plate_11	214	F	4	No_EGF	Ephrin-B3	106
plate_3_214	plate_3	214	F	4	iRSK_EGF	Ephrin-B3	132.5
plate_4_214	plate_4	214	F	4	iRSK_EGF	Ephrin-B3	132.5
plate_6_214	plate_6	214	F	4	iRSK_EGF	Ephrin-B3	116.5
plate_7_214	plate_7	214	F	4	EGF	Ephrin-B3	102.5
plate_12_202	plate_12	202	E	4	iRSK_EGF	Ephrin-B3	128.5
plate_13_202	plate_13	202	E	4	iRSK_EGF	Ephrin-B3	98
plate_2_202	plate_2	202	E	4	iRSK_EGF	Ephrin-B3	98
plate_3_202	plate_3	202	E	4	ip70S6K_EGF	Ephrin-B3	90.5
plate_4_202	plate_4	202	E	4	EGF	Ephrin-B3	109.5
plate_6_202	plate_6	202	E	4	ip70S6K_EGF	Ephrin-B3	105.5
plate_7_202	plate_7	202	E	4	ip70S6K_EGF	Ephrin-B3	108.5
plate_8_202	plate_8	202	E	4	ip70S6K_EGF	Ephrin-B3	117.5
plate_10_218	plate_10	218	F	8	EGF	Ephrin-B3	100.5
plate_2_218	plate_2	218	F	8	EGF	Ephrin-B3	96
plate_6_218	plate_6	218	F	8	No_EGF	Ephrin-B3	93.5
plate_7_218	plate_7	218	F	8	EGF	Ephrin-B3	116.5
plate_8_218	plate_8	218	F	8	iRSK_EGF	Ephrin-B3	112.5
plate_9_218	plate_9	218	F	8	iRSK_EGF	Ephrin-B3	125
plate_10_244	plate_10	244	H	10	ip70S6K_EGF	Ephrin-B3	135.5
plate_11_244	plate_11	244	H	10	ip70S6K_EGF	Ephrin-B3	153
plate_12_244	plate_12	244	H	10	EGF	Ephrin-B3	127.5
plate_4_244	plate_4	244	H	10	iRSK_EGF	Ephrin-B3	159.5
plate_8_244	plate_8	244	H	10	EGF	Ephrin-B3	128.5
plate_9_244	plate_9	244	H	10	EGF	Ephrin-B3	130
plate_10_194	plate_10	194	D	8	EGF	Ephrin-B3	123.5
plate_12_194	plate_12	194	D	8	ip70S6K_EGF	Ephrin-B3	119.5
plate_3_194	plate_3	194	D	8	ip70S6K_EGF	Ephrin-B3	106.5
plate_4_194	plate_4	194	D	8	No_EGF	Ephrin-B3	125.5
plate_6_194	plate_6	194	D	8	No_EGF	Ephrin-B3	111.5
plate_8_194	plate_8	194	D	8	iRSK_EGF	Ephrin-B3	107.5
plate_9_194	plate_9	194	D	8	iRSK_EGF	Ephrin-B3	124
plate_10_227	plate_10	227	G	5	iRSK_EGF	Ephrin-B3	121.5
plate_12_227	plate_12	227	G	5	No_EGF	Ephrin-B3	95.5
plate_13_227	plate_13	227	G	5	EGF	Ephrin-B3	134
plate_2_227	plate_2	227	G	5	No_EGF	Ephrin-B3	134
plate_4_227	plate_4	227	G	5	ip70S6K_EGF	Ephrin-B3	112.5
plate_6_227	plate_6	227	G	5	No_EGF	Ephrin-B3	97.5
plate_8_227	plate_8	227	G	5	ip70S6K_EGF	Ephrin-B3	106.5
plate_9_227	plate_9	227	G	5	EGF	Ephrin-B3	123
plate_10_200	plate_10	200	E	2	iRSK_EGF	Ephrin-B3	123.5
plate_12_200	plate_12	200	E	2	EGF	Ephrin-B3	118.5
plate_2_200	plate_2	200	E	2	iRSK_EGF	Ephrin-B3	126
plate_4_200	plate_4	200	E	2	EGF	Ephrin-B3	100.5
plate_6_200	plate_6	200	E	2	iRSK_EGF	Ephrin-B3	144.5
plate_7_200	plate_7	200	E	2	EGF	Ephrin-B3	110.5
plate_9_200	plate_9	200	E	2	ip70S6K_EGF	Ephrin-B3	125
plate_10_163	plate_10	163	B	1	iRSK_EGF	Ephrin-B3	102.5
plate_11_163	plate_11	163	B	1	EGF	Ephrin-B3	129
plate_12_163	plate_12	163	B	1	EGF	Ephrin-B3	103.5
plate_4_163	plate_4	163	B	1	ip70S6K_EGF	Ephrin-B3	97.5
plate_6_163	plate_6	163	B	1	EGF	Ephrin-B3	142.5
plate_9_163	plate_9	163	B	1	EGF	Ephrin-B3	109
plate_10_217	plate_10	217	F	7	EGF	Ephrin-B3	111.5
plate_11_217	plate_11	217	F	7	EGF	Ephrin-B3	123
plate_12_217	plate_12	217	F	7	ip70S6K_EGF	Ephrin-B3	97.5
plate_13_217	plate_13	217	F	7	No_EGF	Ephrin-B3	100
plate_2_217	plate_2	217	F	7	iRSK_EGF	Ephrin-B3	137
plate_3_217	plate_3	217	F	7	ip70S6K_EGF	Ephrin-B3	92.5
plate_4_217	plate_4	217	F	7	No_EGF	Ephrin-B3	90.5
plate_7_217	plate_7	217	F	7	ip70S6K_EGF	Ephrin-B3	129.5
plate_10_195	plate_10	195	D	9	EGF	Ephrin-B3	105.5
plate_12_195	plate_12	195	D	9	iRSK_EGF	Ephrin-B3	131.5
plate_13_195	plate_13	195	D	9	iRSK_EGF	Ephrin-B3	113
plate_3_195	plate_3	195	D	9	ip70S6K_EGF	Ephrin-B3	109.5
plate_4_195	plate_4	195	D	9	No_EGF	Ephrin-B3	102.5
plate_7_195	plate_7	195	D	9	ip70S6K_EGF	Ephrin-B3	99.5
plate_8_195	plate_8	195	D	9	No_EGF	Ephrin-B3	91.5
plate_12_160	plate_12	160	A	10	No_EGF	Ephrin-B3	94.5
plate_2_160	plate_2	160	A	10	iRSK_EGF	Ephrin-B3	112
plate_4_160	plate_4	160	A	10	No_EGF	Ephrin-B3	70.5
plate_6_160	plate_6	160	A	10	ip70S6K_EGF	Ephrin-B3	111.5
plate_12_161	plate_12	161	A	11	EGF	Ephrin-B3	111.5
plate_13_161	plate_13	161	A	11	No_EGF	Ephrin-B3	125
plate_4_161	plate_4	161	A	11	No_EGF	Ephrin-B3	94.5
plate_6_161	plate_6	161	A	11	ip70S6K_EGF	Ephrin-B3	114.5
plate_8_161	plate_8	161	A	11	No_EGF	Ephrin-B3	103.5
plate_9_161	plate_9	161	A	11	iRSK_EGF	Ephrin-B3	107
plate_10_226	plate_10	226	G	4	iRSK_EGF	Ephrin-B3	164.5
plate_12_226	plate_12	226	G	4	iRSK_EGF	Ephrin-B3	121.5
plate_13_226	plate_13	226	G	4	No_EGF	Ephrin-B3	131
plate_3_226	plate_3	226	G	4	iRSK_EGF	Ephrin-B3	112.5
plate_6_226	plate_6	226	G	4	No_EGF	Ephrin-B3	98.5
plate_7_226	plate_7	226	G	4	ip70S6K_EGF	Ephrin-B3	110.5
plate_9_226	plate_9	226	G	4	No_EGF	Ephrin-B3	100
plate_10_246	plate_10	246	H	12	No_EGF	Ephrin-B3	142.5
plate_12_246	plate_12	246	H	12	EGF	Ephrin-B3	120.5
plate_13_246	plate_13	246	H	12	EGF	Ephrin-B3	117
plate_3_246	plate_3	246	H	12	EGF	Ephrin-B3	104.5
plate_4_246	plate_4	246	H	12	iRSK_EGF	Ephrin-B3	112.5
plate_6_246	plate_6	246	H	12	No_EGF	Ephrin-B3	140.5
plate_8_246	plate_8	246	H	12	No_EGF	Ephrin-B3	130.5
plate_9_246	plate_9	246	H	12	ip70S6K_EGF	Ephrin-B3	120
plate_11_162	plate_11	162	A	12	No_EGF	Ephrin-B3	97
plate_12_162	plate_12	162	A	12	EGF	Ephrin-B3	123.5
plate_2_162	plate_2	162	A	12	No_EGF	Ephrin-B3	136
plate_3_162	plate_3	162	A	12	No_EGF	Ephrin-B3	105.5
plate_4_162	plate_4	162	A	12	EGF	Ephrin-B3	116.5
plate_6_162	plate_6	162	A	12	iRSK_EGF	Ephrin-B3	105.5
plate_7_162	plate_7	162	A	12	EGF	Ephrin-B3	74.5
plate_8_162	plate_8	162	A	12	EGF	Ephrin-B3	99.5
plate_9_162	plate_9	162	A	12	EGF	Ephrin-B3	120
plate_11_152	plate_11	152	A	2	ip70S6K_EGF	Ephrin-B3	109
plate_12_152	plate_12	152	A	2	ip70S6K_EGF	Ephrin-B3	117.5
plate_6_152	plate_6	152	A	2	EGF	Ephrin-B3	122.5
plate_10_239	plate_10	239	H	5	iRSK_EGF	Ephrin-B3	125.5
plate_11_239	plate_11	239	H	5	No_EGF	Ephrin-B3	144
plate_12_239	plate_12	239	H	5	EGF	Ephrin-B3	96.5
plate_2_239	plate_2	239	H	5	iRSK_EGF	Ephrin-B3	128
plate_3_239	plate_3	239	H	5	iRSK_EGF	Ephrin-B3	146.5
plate_6_239	plate_6	239	H	5	No_EGF	Ephrin-B3	107.5
plate_7_239	plate_7	239	H	5	iRSK_EGF	Ephrin-B3	117.5
plate_9_239	plate_9	239	H	5	No_EGF	Ephrin-B3	124
plate_10_243	plate_10	243	H	9	EGF	Ephrin-B3	118.5
plate_11_243	plate_11	243	H	9	EGF	Ephrin-B3	150
plate_12_243	plate_12	243	H	9	iRSK_EGF	Ephrin-B3	114.5
plate_13_243	plate_13	243	H	9	ip70S6K_EGF	Ephrin-B3	116
plate_2_243	plate_2	243	H	9	EGF	Ephrin-B3	136
plate_3_243	plate_3	243	H	9	No_EGF	Ephrin-B3	95.5
plate_4_243	plate_4	243	H	9	No_EGF	Ephrin-B3	140.5
plate_7_243	plate_7	243	H	9	iRSK_EGF	Ephrin-B3	112.5
plate_8_243	plate_8	243	H	9	No_EGF	Ephrin-B3	137.5
plate_10_164	plate_10	164	B	2	ip70S6K_EGF	Ephrin-B3	112.5
plate_11_164	plate_11	164	B	2	ip70S6K_EGF	Ephrin-B3	162
plate_12_164	plate_12	164	B	2	iRSK_EGF	Ephrin-B3	90.5
plate_3_164	plate_3	164	B	2	No_EGF	Ephrin-B3	118.5
plate_4_164	plate_4	164	B	2	ip70S6K_EGF	Ephrin-B3	113.5
plate_6_164	plate_6	164	B	2	iRSK_EGF	Ephrin-B3	106.5
plate_7_164	plate_7	164	B	2	EGF	Ephrin-B3	99.5
plate_8_164	plate_8	164	B	2	ip70S6K_EGF	Ephrin-B3	92.5
plate_10_158	plate_10	158	A	8	ip70S6K_EGF	Ephrin-B3	108.5
plate_12_158	plate_12	158	A	8	No_EGF	Ephrin-B3	115.5
plate_2_158	plate_2	158	A	8	EGF	Ephrin-B3	120
plate_4_158	plate_4	158	A	8	ip70S6K_EGF	Ephrin-B3	119.5
plate_7_158	plate_7	158	A	8	No_EGF	Ephrin-B3	119.5
plate_9_158	plate_9	158	A	8	ip70S6K_EGF	Ephrin-B3	115
plate_10_225	plate_10	225	G	3	iRSK_EGF	Ephrin-B3	73.5
plate_12_225	plate_12	225	G	3	ip70S6K_EGF	Ephrin-B3	118.5
plate_13_225	plate_13	225	G	3	iRSK_EGF	Ephrin-B3	100
plate_2_225	plate_2	225	G	3	ip70S6K_EGF	Ephrin-B3	105
plate_4_225	plate_4	225	G	3	EGF	Ephrin-B3	153.5
plate_7_225	plate_7	225	G	3	EGF	Ephrin-B3	115.5
plate_8_225	plate_8	225	G	3	iRSK_EGF	Ephrin-B3	121.5
plate_9_225	plate_9	225	G	3	EGF	Ephrin-B3	110
plate_10_215	plate_10	215	F	5	iRSK_EGF	Ephrin-B3	101.5
plate_12_215	plate_12	215	F	5	iRSK_EGF	Ephrin-B3	96.5
plate_13_215	plate_13	215	F	5	ip70S6K_EGF	Ephrin-B3	108
plate_4_215	plate_4	215	F	5	EGF	Ephrin-B3	96.5
plate_6_215	plate_6	215	F	5	iRSK_EGF	Ephrin-B3	120.5
plate_9_215	plate_9	215	F	5	No_EGF	Ephrin-B3	135
plate_10_196	plate_10	196	D	10	EGF	Ephrin-B3	95.5
plate_11_196	plate_11	196	D	10	ip70S6K_EGF	Ephrin-B3	123
plate_12_196	plate_12	196	D	10	ip70S6K_EGF	Ephrin-B3	111.5
plate_2_196	plate_2	196	D	10	EGF	Ephrin-B3	101
plate_3_196	plate_3	196	D	10	iRSK_EGF	Ephrin-B3	112.5
plate_4_196	plate_4	196	D	10	ip70S6K_EGF	Ephrin-B3	131.5
plate_6_196	plate_6	196	D	10	iRSK_EGF	Ephrin-B3	130.5
plate_8_196	plate_8	196	D	10	EGF	Ephrin-B3	132.5
plate_9_196	plate_9	196	D	10	EGF	Ephrin-B3	123
plate_10_207	plate_10	207	E	9	iRSK_EGF	Ephrin-B3	103.5
plate_11_207	plate_11	207	E	9	EGF	Ephrin-B3	96
plate_12_207	plate_12	207	E	9	No_EGF	Ephrin-B3	130.5
plate_13_207	plate_13	207	E	9	ip70S6K_EGF	Ephrin-B3	127
plate_3_207	plate_3	207	E	9	ip70S6K_EGF	Ephrin-B3	79.5
plate_4_207	plate_4	207	E	9	EGF	Ephrin-B3	109.5
plate_6_207	plate_6	207	E	9	ip70S6K_EGF	Ephrin-B3	110.5
plate_7_207	plate_7	207	E	9	ip70S6K_EGF	Ephrin-B3	114.5
plate_9_207	plate_9	207	E	9	ip70S6K_EGF	Ephrin-B3	84
plate_10_245	plate_10	245	H	11	EGF	Ephrin-B3	125.5
plate_11_245	plate_11	245	H	11	ip70S6K_EGF	Ephrin-B3	172
plate_12_245	plate_12	245	H	11	ip70S6K_EGF	Ephrin-B3	105.5
plate_2_245	plate_2	245	H	11	ip70S6K_EGF	Ephrin-B3	128
plate_3_245	plate_3	245	H	11	EGF	Ephrin-B3	113.5
plate_6_245	plate_6	245	H	11	No_EGF	Ephrin-B3	95.5
plate_7_245	plate_7	245	H	11	No_EGF	Ephrin-B3	131.5
plate_8_245	plate_8	245	H	11	iRSK_EGF	Ephrin-B3	140.5
plate_10_199	plate_10	199	E	1	EGF	Ephrin-B3	91.5
plate_2_199	plate_2	199	E	1	iRSK_EGF	Ephrin-B3	97
plate_4_199	plate_4	199	E	1	iRSK_EGF	Ephrin-B3	100.5
plate_6_199	plate_6	199	E	1	EGF	Ephrin-B3	102.5
plate_8_199	plate_8	199	E	1	ip70S6K_EGF	Ephrin-B3	100.5
plate_9_199	plate_9	199	E	1	iRSK_EGF	Ephrin-B3	109
plate_11_197	plate_11	197	D	11	No_EGF	Ephrin-B3	87
plate_13_197	plate_13	197	D	11	iRSK_EGF	Ephrin-B3	77
plate_2_197	plate_2	197	D	11	No_EGF	Ephrin-B3	86
plate_4_197	plate_4	197	D	11	ip70S6K_EGF	Ephrin-B3	47.5
plate_6_197	plate_6	197	D	11	iRSK_EGF	Ephrin-B3	95.5
plate_7_197	plate_7	197	D	11	iRSK_EGF	Ephrin-B3	105.5
plate_8_197	plate_8	197	D	11	No_EGF	Ephrin-B3	80.5
plate_9_197	plate_9	197	D	11	EGF	Ephrin-B3	89
plate_10_229	plate_10	229	G	7	iRSK_EGF	Ephrin-B3	137.5
plate_11_229	plate_11	229	G	7	No_EGF	Ephrin-B3	135
plate_12_229	plate_12	229	G	7	No_EGF	Ephrin-B3	141.5
plate_2_229	plate_2	229	G	7	iRSK_EGF	Ephrin-B3	102
plate_3_229	plate_3	229	G	7	EGF	Ephrin-B3	123.5
plate_4_229	plate_4	229	G	7	No_EGF	Ephrin-B3	100.5
plate_6_229	plate_6	229	G	7	iRSK_EGF	Ephrin-B3	110.5
plate_7_229	plate_7	229	G	7	ip70S6K_EGF	Ephrin-B3	111.5
plate_9_229	plate_9	229	G	7	EGF	Ephrin-B3	106
plate_10_233	plate_10	233	G	11	No_EGF	Ephrin-B3	130.5
plate_3_233	plate_3	233	G	11	ip70S6K_EGF	Ephrin-B3	100.5
plate_4_233	plate_4	233	G	11	iRSK_EGF	Ephrin-B3	103.5
plate_6_233	plate_6	233	G	11	No_EGF	Ephrin-B3	109.5
plate_9_233	plate_9	233	G	11	EGF	Ephrin-B3	112
plate_10_242	plate_10	242	H	8	ip70S6K_EGF	Ephrin-B3	136.5
plate_12_242	plate_12	242	H	8	No_EGF	Ephrin-B3	118.5
plate_13_242	plate_13	242	H	8	EGF	Ephrin-B3	94
plate_2_242	plate_2	242	H	8	EGF	Ephrin-B3	139
plate_4_242	plate_4	242	H	8	No_EGF	Ephrin-B3	160.5
plate_6_242	plate_6	242	H	8	EGF	Ephrin-B3	107.5
plate_9_242	plate_9	242	H	8	No_EGF	Ephrin-B3	112
plate_10_234	plate_10	234	G	12	EGF	Ephrin-B3	111.5
plate_12_234	plate_12	234	G	12	ip70S6K_EGF	Ephrin-B3	113.5
plate_2_234	plate_2	234	G	12	EGF	Ephrin-B3	119
plate_3_234	plate_3	234	G	12	EGF	Ephrin-B3	108.5
plate_4_234	plate_4	234	G	12	EGF	Ephrin-B3	104.5
plate_6_234	plate_6	234	G	12	ip70S6K_EGF	Ephrin-B3	127.5
plate_8_234	plate_8	234	G	12	No_EGF	Ephrin-B3	86.5
plate_10_193	plate_10	193	D	7	EGF	Ephrin-B3	105.5
plate_11_193	plate_11	193	D	7	ip70S6K_EGF	Ephrin-B3	79
plate_12_193	plate_12	193	D	7	ip70S6K_EGF	Ephrin-B3	106.5
plate_13_193	plate_13	193	D	7	iRSK_EGF	Ephrin-B3	128
plate_2_193	plate_2	193	D	7	ip70S6K_EGF	Ephrin-B3	106
plate_3_193	plate_3	193	D	7	EGF	Ephrin-B3	118.5
plate_4_193	plate_4	193	D	7	No_EGF	Ephrin-B3	81.5
plate_6_193	plate_6	193	D	7	ip70S6K_EGF	Ephrin-B3	89.5
plate_7_193	plate_7	193	D	7	iRSK_EGF	Ephrin-B3	141.5
plate_8_193	plate_8	193	D	7	No_EGF	Ephrin-B3	134.5
plate_10_171	plate_10	171	B	9	ip70S6K_EGF	PLC-g1-p	37
plate_12_171	plate_12	171	B	9	No_EGF	PLC-g1-p	34
plate_13_171	plate_13	171	B	9	No_EGF	PLC-g1-p	34
plate_2_171	plate_2	171	B	9	ip70S6K_EGF	PLC-g1-p	22
plate_3_171	plate_3	171	B	9	iRSK_EGF	PLC-g1-p	28
plate_6_171	plate_6	171	B	9	EGF	PLC-g1-p	32
plate_8_171	plate_8	171	B	9	ip70S6K_EGF	PLC-g1-p	40
plate_9_171	plate_9	171	B	9	No_EGF	PLC-g1-p	41
plate_10_169	plate_10	169	B	7	EGF	PLC-g1-p	20
plate_11_169	plate_11	169	B	7	EGF	PLC-g1-p	33
