category	cluster	treatment	fold_change	p_value	minus_log10_p_value	log2_fold_change
TGFb_signalling	2	ip70S6K_EGF	1.027413009186733	0.5314406009178287	0.2745452694947969	0.03901624643461556
TGFb_signalling	2	iRSK_EGF	0.9402637807230729	0.12918263740637148	0.888795853100338	-0.08886254899519902
TGFb_signalling	3	ip70S6K_EGF	1.1149281740281662	0.016061762456425627	1.794206801329836	0.1569507717499722
TGFb_signalling	3	iRSK_EGF	0.9789357788046256	0.6415923111928399	0.19274084925402135	-0.03071387718212548
TGFb_signalling	4	ip70S6K_EGF	1.0489297038443999	0.2490645173983905	0.6036881391664418	0.06891799601499107
TGFb_signalling	4	iRSK_EGF	0.8698898841649761	0.013859118870417485	1.858264380249456	-0.20109530728649722
TGFb_signalling	5	ip70S6K_EGF	1.0307564169663175	0.4735361974390426	0.3246468176170273	0.043703442741055885
TGFb_signalling	5	iRSK_EGF	0.8679295787028819	0.006877028923700602	2.162599149079942	-0.20435010357433028
TGFb_signalling	6	ip70S6K_EGF	1.0571443033501433	0.05496690150042952	1.2598987436453768	0.08017232233838452
TGFb_signalling	6	iRSK_EGF	0.9553355290433703	0.2800012727984611	0.55283999448602406	-0.06592057527705582
TGFb_signalling	7	ip70S6K_EGF	1.002982236277576	0.9019634780057559	0.04481104740449854	0.004296054742524533
TGFb_signalling	7	iRSK_EGF	0.9906567487163549	0.801036489706979	0.09634769999886428	-0.013542828299581817
TGFb_signalling	8	ip70S6K_EGF	0.9981345753983161	0.967578976362031	0.014313576594937092	-0.0026937520995950525
TGFb_signalling	8	iRSK_EGF	0.9791295875415701	0.6054002050320804	0.217957436296053	-0.03042828211529104
TGFb_signalling	9	ip70S6K_EGF	1.1206057712076045	0.018335328693506285	1.7367113001295313	0.1642788276924765
TGFb_signalling	9	iRSK_EGF	1.0213304459962076	0.644406720659457	0.19083993887650552	0.030449717997809732
TNFa_signalling	1	ip70S6K_EGF	1.003905045574405	0.9036325398455635	0.04400813850762587	0.005622818335169514
TNFa_signalling	1	iRSK_EGF	0.9697833718571052	0.3726417104133336	0.4287085354072697	-0.044265577743092574
TNFa_signalling	2	ip70S6K_EGF	1.044421729480573	0.34968903374903193	0.45631798695572273	0.06270437874170466
TNFa_signalling	2	iRSK_EGF	0.9344207998038275	0.10882043536939662	0.9632895408988855	-0.09785570654287938
TNFa_signalling	3	ip70S6K_EGF	1.1249200390881509	0.01245391138314328	1.9046942288626356	0.1698224562771206
