sample_id	plate_number	treatment	ITGB1	MAPK_P38_P2	PLC_G2_P	STAT5_P	LRP6_P	H2A_P	KALLIKREIN_6	EPHRIN_B3	PLC_G1_P	SMAD3	MTOR_P	NFKB_P65_P	FAK_P	CDC2	STAT1	EGFR_P_Y1173	IKBA_P	KLF4	JAK1_P	RSK1_P_S380	RB_P	FAK	EGFR_P_Y1045	FRIZZLED_3	CREB_P	NOTCH_3	ERK1_2	MAPK_P38_P	RSK1_P_T359	AKT1_P	BMP2_4	CMYC	SMAD1_5_9_P	NOTCH_2	NICD	JNK	BMPRII	IKBA	GAPDH	AKT123_P	RELA_P	STAT1_P	RIBOSOMAL_S6_P	SMAD1_5_P	H3_P	MKK3_6_P	RNAPOLII	SRC	CFOS_P	STAT3_P	CYCLIN_E	CDK4	CYCLIN_B1	P63	IGFBP_3	NOTCH_1	SMAD2_3_P	RELA	SMAD1	GSK3B_P	ERK1_2_P	MAPK_APK2_P	JAGGED_1	AKT2	TGM1	SRC_P	JNK_P	CJUN_P	JAK1
plate_12_169	plate_12	No_EGF	0.419410690254187	0.00473171989112006	0.0017509015489321	0.00178598933974275	0.00385009626383834	0.00487971314610971	0.0149152881360667	0.00456148614437366	0.00143872076695851	0.0176138618150491	0.00189067794466462	0.00233882173088121	0.00342167602528871	0.00169017842552299	0.0668622428907762	0.00284456650241192	0.00614299448071002	0.00721875567076417	0.00224458397403423	0.00250897080235555	0.0586767058511693	0.00249599251306573	0.00258484726754707	0.0219691616337238	0.00720477862410332	0.00117994039924462	0.00267518226689268	0.00776201589990055	0.00519371859760882	0.00453155760543874	0.0131876707437273	0.0102096290273413	0.00205719675246649	0.00371125871801794	0.00241809878532439	0.00314699549146823	0.00235267904514354	0.00491365996670927	0.00351428907496407	0.00317348259771839	0.00303310802918282	0.00234294117454357	0.175643122062521	0.00226775151628375	0.00948785565699709	0.00525684424393155	0.00507268707699407	0.021199219852943	0.00392140855135828	0.00604330352583477	0.00322774402237302	0.00282763141930938	0.0107336307628368	0.0365432835381335	0.00262828835319971	0.0276950101600683	0.0014844109943492	0.00433239469804018	0.00517623984620409	0.00926630466035898	0.003421442012668	0.0138108951197432	0.00475234386970316	0.00348894126521051	0.00403807517323198	0.00275081624372175	0.00579080592479599	0.00647624571528219	0.0396598299013342
plate_13_169	plate_13	No_EGF	0.403313513522719	0.00407974904508055	0.00236375400037852	0.00237860183404321	0.00541980410427402	0.00821435250784456	0.017123780700647	0.00475578667267392	0.00221247291070745	0.0132440613140757	0.00288042022070118	0.00356268637138328	0.00394791870985556	0.0028666935399988	0.0220795749594903	0.00321014774255234	0.00740812195788993	0.00716105381853369	0.00284395150164067	0.00246791000080617	0.0134282924985228	0.00263484509784133	0.00349512841809434	0.0269526569063004	0.00604106985870389	0.00157454841386759	0.00219290191635286	0.0107376241097248	0.00445222556969087	0.00426419018340354	0.0119784859640402	0.0135668565165032	0.00226642069217823	0.00518063393820969	0.0034829143811776	0.00326800826460765	0.00251401345628098	0.00501061287155466	0.00388170520069276	0.00363301218061811	0.00468596184363004	0.00259099182656491	0.142939877291157	0.00287523584549416	0.0101496922533608	0.00632465104870133	0.00540516013334078	0.0201706071165982	0.00540029717158284	0.0071570832790414	0.00381434651191581	0.00334721037543776	0.0110153313698178	0.0307183207330928	0.00387171016183362	0.0466355148381025	0.00199908861260518	0.00362430038070622	0.00606324191829418	0.0058894098698955	0.00288708321267213	0.0130492199179049	0.0039716624822266	0.00376678801163065	0.00353685000605216	0.0032940963952746	0.00603808010221157	0.00618140365165003	0.0366270378937275
plate_2_169	plate_2	EGF	0.366676403106744	0.00436712908622735	0.00197834075738147	0.0019036310666263	0.00566580122134254	0.00657353266729965	0.0161674976343041	0.00484125223549144	0.00234795189227351	0.0136307581852197	0.0032605023879547	0.0037700900982274	0.00440799326803958	0.00255561703794914	0.0188508030546295	0.0033967362425925	0.00643873756096283	0.00616839163212706	0.00308722101335616	0.00259121099018974	0.0392419942137952	0.00304341795986078	0.00312586430679323	0.024881902981164	0.00670005980173064	0.00201858403830404	0.00283894402320541	0.00945592606655254	0.00582156318471758	0.00509740222526705	0.0134905752827725	0.0078435215924703	0.00232757053683344	0.00389486837118403	0.00273823845343728	0.00402752987866803	0.00257018408257422	0.00513554101164972	0.00418039575540815	0.00313015883251689	0.00343029439122443	0.00282431547599395	0.105906996072921	0.00298817552177709	0.0121391479651001	0.00618405016972899	0.00542328333382401	0.0176827748178002	0.00572170908643485	0.00648756744513278	0.00417643887559307	0.00345882405499422	0.0108735142344969	0.0277558325105919	0.00378523458850691	0.0461395395678008	0.00234053608411296	0.00295337760554014	0.00581370299463786	0.00691368587318665	0.00328990858508084	0.0128236507954166	0.00433100666377222	0.00431817630343546	0.0040844602433948	0.00293815946257855	0.00555837854312358	0.00613119779512204	0.0345544236565518
plate_3_169	plate_3	ip70S6K_EGF	0.330512249287801	0.00390281006196523	0.00242429701535224	0.00210629435843601	0.00420244294875989	0.00757625164521318	0.0130700710572875	0.00548805945454457	0.00226143759784582	0.0147262766551473	0.00339500013514619	0.00327538555022102	0.00439886239890048	0.00252310248241466	0.021196155346695	0.00320849471154879	0.00765927069166731	0.00627342849019433	0.00301025528343436	0.00287993962794845	0.0126704090659732	0.00320605679864087	0.00284904136003082	0.0279908360266056	0.00699280825286316	0.00243161784931124	0.00249530508876449	0.00978106658978043	0.00633183428168148	0.00545756869340422	0.0114161425892231	0.0069738323194609	0.0030756291629388	0.00402908839894973	0.00267687632220662	0.0041917251511095	0.00233952442225061	0.00425928364556007	0.00415284232935669	0.0038625049118889	0.00435893561412149	0.00260328170712267	0.088076123599314	0.0034090637187798	0.00998337814095248	0.00598437368101586	0.00604606047271662	0.0214022515717653	0.00739258997387833	0.00697840978667641	0.00405846414656651	0.00317141209558031	0.011771532619883	0.0308732964169437	0.00319483284744369	0.0524547332128854	0.00206654308561394	0.00293089205373746	0.00470011371352892	0.00621746539326829	0.00297944496689437	0.0118962745278639	0.00417415511250543	0.0042421903840589	0.0043716425190714	0.00331464418571381	0.00483253189891399	0.0050067388742199	0.0358745396556167
plate_4_169	plate_4	ip70S6K_EGF	0.375712462488923	0.00454686383279711	0.00143557933743736	0.00120355914814843	0.00372250389471161	0.00442574566678775	0.013478100214507	0.00474963214416993	0.00140321226455508	0.0200814722933472	0.00239069599701281	0.00239433775969692	0.00312627600287158	0.00190374812422	0.0765571107046757	0.00277659446612708	0.00775346957059811	0.00801967361202468	0.00189794404132049	0.00209154817693466	0.0124281065848739	0.00266397607690351	0.00253849856315794	0.0233584367521068	0.00624704865078138	0.00127184635951198	0.00317233070855972	0.00849769711773396	0.00537160236587264	0.00470161172319867	0.0142603973313492	0.00679655120062585	0.00192340500214148	0.00374315597594687	0.00195098338177849	0.00347219765998545	0.00219821269887015	0.00531221682640383	0.00438057675407624	0.00333891730849287	0.00342395558010025	0.00201506314451539	0.0430704227329305	0.00210036508385861	0.00807902078545304	0.00593008065951658	0.00605604136193683	0.0197854421845744	0.00768918725093594	0.00713571515464818	0.0038086863287264	0.00294926425398279	0.00925040726710538	0.0462748513280119	0.00260444032780211	0.0509308847008829	0.00160322784828179	0.00366489117511398	0.00534573854471632	0.00763839426640218	0.00258673546124071	0.0134267307857699	0.0055018742235432	0.00311659006453065	0.00264702408696999	0.00242681224440093	0.00631316994331288	0.00394656962666512	0.0478268604827845
plate_9_169	plate_9	EGF	0.259024541739643	0.00406199013126237	0.00198166331350468	0.0021544663638986	0.00600016063316556	0.00517618749821888	0.0118488760224962	0.00512072182709299	0.00166017205825163	0.0192524550115262	0.00288220685172146	0.00323133029333676	0.00409682700917452	0.00211289365654622	0.0442148024718933	0.00296997045505433	0.00788903625043086	0.00688278760345297	0.00267987113486514	0.00198569807506225	0.00710140917003569	0.00269564004030637	0.00261289075939331	0.023663646338861	0.00519564466914589	0.00134255140720453	0.00248586242585549	0.00824644407055642	0.00541183166437424	0.00379013794347554	0.0165534068319725	0.00777407452803038	0.00215606458186968	0.00383311350972202	0.00255637045420575	0.00340703227640615	0.00279166144435246	0.00572964014868592	0.00354415005855084	0.00307939769834274	0.00366999401054569	0.00251960505834599	0.0553516250912589	0.00271698988226694	0.0082514721608984	0.00553801925226612	0.00586230062674047	0.0171023497846122	0.00702112242593948	0.00779660350433142	0.00318207006991833	0.00310994436144557	0.0101608146534686	0.0398201976000514	0.00295754201096225	0.0739088285604804	0.00161112536317707	0.00319493751227586	0.00529935068621722	0.00694389608949463	0.00271280227684304	0.0105457848638672	0.00541215757386426	0.00412509369843014	0.00244782513105967	0.00254536387788655	0.00576616085969467	0.00414943074232169	0.0477391157501125
plate_10_172	plate_10	No_EGF	0.406149183218801	0.00415140385792876	0.00207001917760772	0.00178508200822415	0.00933619549605325	0.00444357891208033	0.0115421480653312	0.00511969909216914	0.00163953899753176	0.0180861679491288	0.00266612099601161	0.00224051004868739	0.00401654587583358	0.00179795972053105	0.0224117838953216	0.00349665542463119	0.00710416682810301	0.00680402032782629	0.00247886992991847	0.00223881947005861	0.00837063661830977	0.00311970511574411	0.00256734259825157	0.0289721996427757	0.00438474719859096	0.00169966401425986	0.00364906932202816	0.00982826629136397	0.00607074182621674	0.00318909744378587	0.0174030799933985	0.012178862592003	0.00222997782936278	0.00440275181883035	0.00227962222905659	0.00372108793963294	0.00381463618550319	0.00608264067287573	0.00465888621525971	0.00297160039569307	0.00392976733687065	0.00253105579794565	0.123046893539409	0.0021744276131661	0.00769201266469567	0.00500419823680093	0.0053307557068412	0.0189596994505032	0.00436962073690728	0.00595296779182407	0.00389011675211392	0.00297113689334206	0.0100802240067597	0.0410535062066738	0.00302537147214806	0.0669750121199575	0.00212694101261157	0.00293066354962964	0.00599526408181466	0.00520962903799917	0.00266943774572427	0.0101722975847247	0.00594207215416306	0.00368098220732622	0.00336994451557014	0.00395876093080721	0.00957033296730467	0.00457204150312525	0.042508254105537
plate_13_172	plate_13	iRSK_EGF	0.337450760680326	0.0038789257191736	0.00153631138425393	0.00185963135652948	0.0047901331891876	0.00535946037663426	0.017141639359446	0.00483551945615958	0.00165117714145993	0.0171032269657836	0.0025934702006325	0.00235909245266512	0.00350499073909211	0.00192565944840068	0.0636435351189736	0.00286691441614075	0.00633820759598424	0.00643293874583635	0.00223821953159648	0.00248686996237903	0.0125548993509143	0.00262668826903046	0.00293582119093483	0.022747401414268	0.00635686136729805	0.00182536439241973	0.00276813659021298	0.00789519477243297	0.0033889919259019	0.00293122267298049	0.0142145753499114	0.00609808315539566	0.00213464938396981	0.00413875797249712	0.00275014535244461	0.00318106322161489	0.00218758710888846	0.00497156868214073	0.00429782615200751	0.00283569975975299	0.00289709113713122	0.00263575690829314	0.144906340235855	0.00246489696998114	0.0107321851137168	0.00561334295502307	0.00471276992774448	0.0208633339101218	0.00482822123306771	0.00835869250916941	0.00362645633783025	0.00289630912632575	0.0109811667603928	0.0269345973137544	0.00282477106566987	0.0545270900261342	0.00195225469530498	0.00418033035904374	0.00425311679069732	0.00637894998750379	0.00304435372359874	0.0154604728399969	0.00447214720956828	0.00369687557161018	0.00597150647829815	0.00254326990078159	0.00685568711837231	0.00607644321638817	0.0434242205264253
plate_2_172	plate_2	No_EGF	0.390336682903198	0.00382121794723499	0.00236009709188191	0.0017790798594964	0.00472928166964285	0.00748533848291041	0.01632293120948	0.00493703716096901	0.00164121290941695	0.0155408673127505	0.00237693116438082	0.00286343709566376	0.00426891261408836	0.00197268940919052	0.0345837863078815	0.00308620810454808	0.00718720573963928	0.00744853411496487	0.00269351282756599	0.00263987720719122	0.0123423233067697	0.00238475759200902	0.00304378690454726	0.0257465734421863	0.00844528853983387	0.00210220419304328	0.00318353399492036	0.00909886206599659	0.00433146750989223	0.0042200234138107	0.0129313099009521	0.00885524457166374	0.00292863291693513	0.00407685818098058	0.00306962881137559	0.00316401559751067	0.0019737618500326	0.0047382180092736	0.00406056201036399	0.00318745231819641	0.00369944661385261	0.00271451139116607	0.140066083470581	0.00299326053236275	0.0115298889112497	0.00597594661032132	0.00518937052687577	0.0187442666594949	0.00527475758251251	0.00645990856501234	0.00373251220824396	0.00300995749404658	0.0108778570140345	0.0301083041508341	0.00317598029068857	0.0659896972958501	0.00236413052858977	0.00376570874257777	0.00637014932528543	0.0072767079642671	0.00357329288650792	0.0143783278794907	0.00439279755804072	0.0039543322887653	0.00543148814315096	0.00281677820900901	0.00551560261418514	0.00605192041992046	0.0363336250237197
plate_3_172	plate_3	ip70S6K_EGF	0.430525006638847	0.00515390210814303	0.00148352257522857	0.00186304880340755	0.00463521706361023	0.00628464674967921	0.0221684568311129	0.0060817046712308	0.00170635349693724	0.0227019062220956	0.00234504439983037	0.00252482687846323	0.00383873708600019	0.0021559849835868	0.100126150450022	0.00298530849966438	0.00667395468766952	0.00969861347649921	0.00273835446403524	0.0024045111958949	0.0140886112704902	0.00222349620966512	0.00308782740678878	0.0257089493700664	0.00756269508804781	0.00146349368776662	0.00316624691596709	0.00808004960421429	0.00335752663256179	0.00436209114019432	0.0155036368508194	0.0075239140326776	0.00211330887691424	0.00401744621084048	0.00261960242414981	0.00334087195724675	0.00210607263296032	0.00613340001202325	0.004172576383571	0.00349009197989321	0.00356815055763745	0.00253044679849214	0.0510187143189866	0.00253927576491558	0.0198782451483439	0.010732324408302	0.0055380235167588	0.0250974567116445	0.0101856829070035	0.00761924647743602	0.00395875132818277	0.00312037725402679	0.0134000831972789	0.0389506036975463	0.00304927072862077	0.0767019142453296	0.0020572943929125	0.00418082288608818	0.00562380620325289	0.00839725451047728	0.00248199887727219	0.0164528870972569	0.00585297786792652	0.00335709564079707	0.00627931103277431	0.00274113376715599	0.00717355403757311	0.00626896685977007	0.0509916678200512
